fecha	hora	mi variable 1	mi variable 2	variable constante 1	variable aleatoria 1	mi variable sinusoidal 1
16-07-2018	12:08:09	1.000000	2.000000	1.000000	-2.809580	10.777795
16-07-2018	12:09:09	1.000000	2.000000	1.000000	4.119079	7.052906
16-07-2018	12:10:09	1.000000	2.000000	1.000000	-5.355800	3.741982
16-07-2018	12:11:09	1.000000	2.000000	1.000000	1.111278	1.310067
16-07-2018	12:12:09	1.000000	2.000000	1.000000	5.783659	0.098717
16-07-2018	12:13:09	1.000000	2.000000	1.000000	2.065342	0.278074
16-07-2018	12:14:09	1.000000	2.000000	1.000000	8.360466	1.822954
16-07-2018	12:15:09	1.000000	2.000000	1.000000	3.074099	4.516352
16-07-2018	12:16:09	1.000000	2.000000	1.000000	-1.507243	7.980009
16-07-2018	12:17:09	1.000000	2.000000	1.000000	7.058039	11.727356
16-07-2018	12:18:09	1.000000	2.000000	1.000000	3.308208	15.232086
16-07-2018	12:19:09	1.000000	2.000000	1.000000	8.510377	18.001945
16-07-2018	12:20:09	1.000000	2.000000	1.000000	-6.030942	19.647849
16-07-2018	12:21:09	1.000000	2.000000	1.000000	1.232036	19.938644
16-07-2018	12:22:09	1.000000	2.000000	1.000000	7.602983	18.833480
16-07-2018	12:23:09	1.000000	2.000000	1.000000	8.610079	16.487593
16-07-2018	12:24:09	1.000000	2.000000	1.000000	-5.510356	13.230473
16-07-2018	12:25:09	1.000000	2.000000	1.000000	-5.134986	9.519581
16-07-2018	12:26:09	1.000000	2.000000	1.000000	1.197631	5.876195
16-07-2018	12:27:09	1.000000	2.000000	1.000000	9.861885	2.812035
16-07-2018	12:28:09	1.000000	2.000000	1.000000	5.994296	0.757462
16-07-2018	12:29:09	1.000000	2.000000	1.000000	6.491287	0.001082
16-07-2018	12:30:09	1.000000	2.000000	1.000000	-2.460034	0.649135
16-07-2018	12:31:09	1.000000	2.000000	1.000000	4.737062	2.610578
16-07-2018	12:32:09	1.000000	2.000000	1.000000	-6.556147	5.609923
16-07-2018	12:33:09	1.000000	2.000000	1.000000	-0.903379	9.225906
16-07-2018	12:34:09	1.000000	2.000000	1.000000	5.507333	12.950595
16-07-2018	12:35:09	1.000000	2.000000	1.000000	-0.641786	16.260854
16-07-2018	12:36:09	1.000000	2.000000	1.000000	1.900763	18.691740
16-07-2018	12:37:09	1.000000	2.000000	1.000000	-1.581043	19.901791
16-07-2018	12:38:09	1.000000	2.000000	1.000000	6.644929	19.721084
16-07-2018	12:39:09	1.000000	2.000000	1.000000	-6.785680	18.174993
16-07-2018	12:40:09	1.000000	2.000000	1.000000	-2.667889	15.480675
16-07-2018	12:41:09	1.000000	2.000000	1.000000	5.443573	12.016514
16-07-2018	12:42:09	1.000000	2.000000	1.000000	7.842109	8.269156
16-07-2018	12:43:09	1.000000	2.000000	1.000000	4.536176	4.764891
16-07-2018	12:44:09	1.000000	2.000000	1.000000	-8.834341	1.995939
16-07-2018	12:45:09	1.000000	2.000000	1.000000	-8.465496	0.351229
16-07-2018	12:46:09	1.000000	2.000000	1.000000	0.075234	0.061746
16-07-2018	12:47:09	1.000000	2.000000	1.000000	-9.099461	1.168166
16-07-2018	12:48:09	1.000000	2.000000	1.000000	-4.650579	3.515083
16-07-2018	12:49:09	1.000000	2.000000	1.000000	-8.712012	6.772851
16-07-2018	12:50:09	1.000000	2.000000	1.000000	1.343808	10.483880
16-07-2018	12:51:09	1.000000	2.000000	1.000000	-5.383368	14.126951
16-07-2018	12:52:09	1.000000	2.000000	1.000000	1.981317	17.190389
16-07-2018	12:53:09	1.000000	2.000000	1.000000	-8.478941	19.243871
16-07-2018	12:54:09	1.000000	2.000000	1.000000	-6.966361	19.998968
16-07-2018	12:55:09	1.000000	2.000000	1.000000	8.252018	19.349642
16-07-2018	12:56:09	1.000000	2.000000	1.000000	6.076707	17.387109
16-07-2018	12:57:09	1.000000	2.000000	1.000000	0.922237	14.386987
16-07-2018	12:58:09	1.000000	2.000000	1.000000	-7.846746	10.770677
16-07-2018	12:59:09	1.000000	2.000000	1.000000	0.985030	7.046109
16-07-2018	13:00:09	1.000000	2.000000	1.000000	-6.347576	3.736466
16-07-2018	13:01:09	1.000000	2.000000	1.000000	-8.618652	1.306579
16-07-2018	13:02:09	1.000000	2.000000	1.000000	5.787542	0.097728
16-07-2018	13:03:09	1.000000	2.000000	1.000000	-6.660484	0.279738
16-07-2018	13:04:09	1.000000	2.000000	1.000000	8.112769	1.827032
16-07-2018	13:05:09	1.000000	2.000000	1.000000	-6.762665	4.522265
16-07-2018	13:06:09	1.000000	2.000000	1.000000	6.755472	7.986899
16-07-2018	13:07:09	1.000000	2.000000	1.000000	7.926785	11.734280
16-07-2018	13:08:09	1.000000	2.000000	1.000000	-4.155357	15.238069
16-07-2018	13:09:09	1.000000	2.000000	1.000000	-3.064356	18.006138
16-07-2018	13:10:09	1.000000	2.000000	1.000000	6.488888	19.649691
16-07-2018	13:11:09	1.000000	2.000000	1.000000	1.904073	19.937865
16-07-2018	13:12:09	1.000000	2.000000	1.000000	-4.397481	18.830207
16-07-2018	13:13:09	1.000000	2.000000	1.000000	6.935048	16.482282
16-07-2018	13:14:09	1.000000	2.000000	1.000000	4.378736	13.223872
16-07-2018	13:15:09	1.000000	2.000000	1.000000	2.285449	9.512656
16-07-2018	13:16:09	1.000000	2.000000	1.000000	5.102623	5.869854
16-07-2018	13:17:09	1.000000	2.000000	1.000000	-6.151677	2.807170
16-07-2018	13:18:09	1.000000	2.000000	1.000000	-0.128066	0.754796
16-07-2018	13:19:09	1.000000	2.000000	1.000000	-2.991916	0.000983
16-07-2018	13:20:09	1.000000	2.000000	1.000000	9.846146	0.651576
16-07-2018	13:21:09	1.000000	2.000000	1.000000	8.000452	2.615210
16-07-2018	13:22:09	1.000000	2.000000	1.000000	4.501978	5.616084
16-07-2018	13:23:09	1.000000	2.000000	1.000000	-6.858412	9.232681
16-07-2018	13:24:09	1.000000	2.000000	1.000000	-1.596165	12.957087
16-07-2018	13:25:09	1.000000	2.000000	1.000000	-3.118315	16.266143
16-07-2018	13:26:09	1.000000	2.000000	1.000000	-6.547910	18.695084
16-07-2018	13:27:09	1.000000	2.000000	1.000000	1.482083	19.902737
16-07-2018	13:28:09	1.000000	2.000000	1.000000	-7.537812	19.719485
16-07-2018	13:29:09	1.000000	2.000000	1.000000	-8.398364	18.171059
16-07-2018	13:30:09	1.000000	2.000000	1.000000	6.088906	15.474961
16-07-2018	13:31:09	1.000000	2.000000	1.000000	8.815184	12.009843
16-07-2018	13:32:09	1.000000	2.000000	1.000000	0.423196	8.262455
16-07-2018	13:33:09	1.000000	2.000000	1.000000	-7.572173	4.759078
16-07-2018	13:34:09	1.000000	2.000000	1.000000	1.148589	1.991866
16-07-2018	13:35:09	1.000000	2.000000	1.000000	-7.117451	0.349438
16-07-2018	13:36:09	1.000000	2.000000	1.000000	8.431524	0.062504
16-07-2018	13:37:09	1.000000	2.000000	1.000000	-0.055473	1.171369
16-07-2018	13:38:09	1.000000	2.000000	1.000000	-2.213131	3.520262
16-07-2018	13:39:09	1.000000	2.000000	1.000000	-8.881461	6.779275
16-07-2018	13:40:09	1.000000	2.000000	1.000000	-0.559449	10.490648
16-07-2018	13:41:09	1.000000	2.000000	1.000000	1.137887	14.133108
16-07-2018	13:42:09	1.000000	2.000000	1.000000	2.452492	17.195053
16-07-2018	13:43:09	1.000000	2.000000	1.000000	1.425895	19.246429
16-07-2018	13:44:09	1.000000	2.000000	1.000000	-1.067510	19.999062
16-07-2018	13:45:09	1.000000	2.000000	1.000000	3.166522	19.347271
16-07-2018	13:46:09	1.000000	2.000000	1.000000	1.577704	17.382588
16-07-2018	13:47:09	1.000000	2.000000	1.000000	8.334282	14.381000
16-07-2018	13:48:09	1.000000	2.000000	1.000000	-8.108989	10.764078
16-07-2018	13:49:09	1.000000	2.000000	1.000000	-9.257966	7.039831
16-07-2018	13:50:09	1.000000	2.000000	1.000000	-0.712081	3.731373
16-07-2018	13:51:09	1.000000	2.000000	1.000000	-5.765720	1.303355
16-07-2018	13:52:09	1.000000	2.000000	1.000000	-0.613821	0.096826
16-07-2018	13:53:09	1.000000	2.000000	1.000000	6.858998	0.281246
16-07-2018	13:54:09	1.000000	2.000000	1.000000	-1.017753	1.830708
16-07-2018	13:55:09	1.000000	2.000000	1.000000	-6.225038	4.527597
16-07-2018	13:56:09	1.000000	2.000000	1.000000	-9.824736	7.993144
16-07-2018	13:57:09	1.000000	2.000000	1.000000	8.260807	11.740547
16-07-2018	13:58:09	1.000000	2.000000	1.000000	9.192488	15.243458
16-07-2018	13:59:09	1.000000	2.000000	1.000000	-5.653257	18.009920
16-07-2018	14:00:09	1.000000	2.000000	1.000000	7.490493	19.651346
16-07-2018	14:01:09	1.000000	2.000000	1.000000	-5.170451	19.937160
16-07-2018	14:02:09	1.000000	2.000000	1.000000	7.344566	18.827225
16-07-2018	14:03:09	1.000000	2.000000	1.000000	-5.604877	16.477432
16-07-2018	14:04:09	1.000000	2.000000	1.000000	6.534374	13.217852
16-07-2018	14:05:09	1.000000	2.000000	1.000000	7.203082	9.506278
16-07-2018	14:06:09	1.000000	2.000000	1.000000	-8.357586	5.864041
16-07-2018	14:07:09	1.000000	2.000000	1.000000	0.055415	2.802755
16-07-2018	14:08:09	1.000000	2.000000	1.000000	-4.853908	0.752370
16-07-2018	14:09:09	1.000000	2.000000	1.000000	-8.093651	0.000895
16-07-2018	14:10:09	1.000000	2.000000	1.000000	3.444312	0.653874
16-07-2018	14:11:09	1.000000	2.000000	1.000000	-3.786106	2.619600
16-07-2018	14:12:09	1.000000	2.000000	1.000000	-6.089091	5.621955
16-07-2018	14:13:09	1.000000	2.000000	1.000000	1.042247	9.239236
16-07-2018	14:14:09	1.000000	2.000000	1.000000	7.633341	12.963387
16-07-2018	14:15:09	1.000000	2.000000	1.000000	-8.976578	16.271315
16-07-2018	14:16:09	1.000000	2.000000	1.000000	4.604259	18.698366
16-07-2018	14:17:09	1.000000	2.000000	1.000000	-5.055906	19.903661
16-07-2018	14:18:09	1.000000	2.000000	1.000000	5.799505	19.717911
16-07-2018	14:19:09	1.000000	2.000000	1.000000	-5.863693	18.167187
16-07-2018	14:20:09	1.000000	2.000000	1.000000	7.784525	15.469311
16-07-2018	14:21:09	1.000000	2.000000	1.000000	-2.399263	12.003206
16-07-2018	14:22:09	1.000000	2.000000	1.000000	9.781775	8.255745
16-07-2018	14:23:09	1.000000	2.000000	1.000000	0.933927	4.753280
16-07-2018	14:24:09	1.000000	2.000000	1.000000	-6.048560	1.987765
16-07-2018	14:25:09	1.000000	2.000000	1.000000	6.394129	0.347638
16-07-2018	14:26:09	1.000000	2.000000	1.000000	0.960711	0.063280
16-07-2018	14:27:09	1.000000	2.000000	1.000000	4.305695	1.174629
16-07-2018	14:28:09	1.000000	2.000000	1.000000	-4.069449	3.525584
16-07-2018	14:29:09	1.000000	2.000000	1.000000	3.717172	6.785939
16-07-2018	14:30:09	1.000000	2.000000	1.000000	7.953788	10.497739
16-07-2018	14:31:09	1.000000	2.000000	1.000000	-8.239813	14.139632
16-07-2018	14:32:09	1.000000	2.000000	1.000000	-0.387853	17.200057
16-07-2018	14:33:09	1.000000	2.000000	1.000000	0.458784	19.249172
16-07-2018	14:34:09	1.000000	2.000000	1.000000	8.412096	19.999159
16-07-2018	14:35:09	1.000000	2.000000	1.000000	-3.293816	19.344686
16-07-2018	14:36:09	1.000000	2.000000	1.000000	5.737252	17.377664
16-07-2018	14:37:09	1.000000	2.000000	1.000000	-0.493203	14.374400
16-07-2018	14:38:09	1.000000	2.000000	1.000000	2.950311	10.756706
16-07-2018	14:39:09	1.000000	2.000000	1.000000	-0.776023	7.032721
16-07-2018	14:40:09	1.000000	2.000000	1.000000	0.404574	3.725518
16-07-2018	14:41:09	1.000000	2.000000	1.000000	2.628761	1.299630
16-07-2018	14:42:09	1.000000	2.000000	1.000000	6.958904	0.095775
16-07-2018	14:43:09	1.000000	2.000000	1.000000	-8.150208	0.283058
16-07-2018	14:44:09	1.000000	2.000000	1.000000	7.155618	1.835181
16-07-2018	14:45:09	1.000000	2.000000	1.000000	-0.234185	4.534132
16-07-2018	14:46:09	1.000000	2.000000	1.000000	-4.256487	8.000819
16-07-2018	14:47:09	1.000000	2.000000	1.000000	-3.385549	11.748313
16-07-2018	14:48:09	1.000000	2.000000	1.000000	2.193538	15.250218
16-07-2018	14:49:09	1.000000	2.000000	1.000000	-1.839939	18.014689
16-07-2018	14:50:09	1.000000	2.000000	1.000000	-4.761724	19.653428
16-07-2018	14:51:09	1.000000	2.000000	1.000000	9.916744	19.936263
16-07-2018	14:52:09	1.000000	2.000000	1.000000	-0.249707	18.823460
16-07-2018	14:53:09	1.000000	2.000000	1.000000	1.972586	16.471329
16-07-2018	14:54:09	1.000000	2.000000	1.000000	-0.475452	13.210248
16-07-2018	14:55:09	1.000000	2.000000	1.000000	-8.162986	9.498246
16-07-2018	14:56:09	1.000000	2.000000	1.000000	4.383126	5.856723
16-07-2018	14:57:09	1.000000	2.000000	1.000000	6.470039	2.797149
16-07-2018	14:58:09	1.000000	2.000000	1.000000	4.601485	0.749294
16-07-2018	14:59:09	1.000000	2.000000	1.000000	-4.956389	0.000790
16-07-2018	15:00:09	1.000000	2.000000	1.000000	0.861240	0.656764
16-07-2018	15:01:09	1.000000	2.000000	1.000000	-1.505321	2.625087
16-07-2018	15:02:09	1.000000	2.000000	1.000000	-8.433426	5.629301
16-07-2018	15:03:09	1.000000	2.000000	1.000000	4.030357	9.247375
16-07-2018	15:04:09	1.000000	2.000000	1.000000	6.039024	12.971169
16-07-2018	15:05:09	1.000000	2.000000	1.000000	-6.526441	16.277655
16-07-2018	15:06:09	1.000000	2.000000	1.000000	0.353689	18.702379
16-07-2018	15:07:09	1.000000	2.000000	1.000000	0.554935	19.904790
16-07-2018	15:08:09	1.000000	2.000000	1.000000	5.733192	19.715980
16-07-2018	15:09:09	1.000000	2.000000	1.000000	2.708701	18.162471
16-07-2018	15:10:09	1.000000	2.000000	1.000000	-7.287486	15.462476
16-07-2018	15:11:09	1.000000	2.000000	1.000000	-7.846862	11.995238
16-07-2018	15:12:09	1.000000	2.000000	1.000000	-7.660041	8.247751
16-07-2018	15:13:09	1.000000	2.000000	1.000000	-7.353285	4.746382
16-07-2018	15:14:09	1.000000	2.000000	1.000000	-3.381300	1.982921
16-07-2018	15:15:09	1.000000	2.000000	1.000000	-9.766617	0.345532
16-07-2018	15:16:09	1.000000	2.000000	1.000000	-3.943446	0.064186
16-07-2018	15:17:09	1.000000	2.000000	1.000000	7.877508	1.178406
16-07-2018	15:18:09	1.000000	2.000000	1.000000	-4.981625	3.531689
16-07-2018	15:19:09	1.000000	2.000000	1.000000	8.104051	6.793494
16-07-2018	15:20:09	1.000000	2.000000	1.000000	-1.927995	10.505688
16-07-2018	15:21:09	1.000000	2.000000	1.000000	3.290801	14.146852
16-07-2018	15:22:09	1.000000	2.000000	1.000000	8.680967	17.205556
16-07-2018	15:23:09	1.000000	2.000000	1.000000	7.661627	19.252183
16-07-2018	15:24:09	1.000000	2.000000	1.000000	3.952286	19.999258
16-07-2018	15:25:09	1.000000	2.000000	1.000000	5.909243	19.341850
16-07-2018	15:26:09	1.000000	2.000000	1.000000	6.661390	17.372308
16-07-2018	15:27:09	1.000000	2.000000	1.000000	-7.127737	14.367278
16-07-2018	15:28:09	1.000000	2.000000	1.000000	7.607582	10.748815
16-07-2018	15:29:09	1.000000	2.000000	1.000000	-0.498223	7.025165
16-07-2018	15:30:09	1.000000	2.000000	1.000000	7.998447	3.719353
16-07-2018	15:31:09	1.000000	2.000000	1.000000	-9.641110	1.295725
16-07-2018	15:32:09	1.000000	2.000000	1.000000	5.895647	0.094685
16-07-2018	15:33:09	1.000000	2.000000	1.000000	-7.390539	0.284923
16-07-2018	15:34:09	1.000000	2.000000	1.000000	-8.586253	1.839725
16-07-2018	15:35:09	1.000000	2.000000	1.000000	-1.522789	4.540718
16-07-2018	15:36:09	1.000000	2.000000	1.000000	-2.782880	8.008501
16-07-2018	15:37:09	1.000000	2.000000	1.000000	8.647468	11.756019
16-07-2018	15:38:09	1.000000	2.000000	1.000000	-1.784125	15.256893
16-07-2018	15:39:09	1.000000	2.000000	1.000000	6.447769	18.019386
16-07-2018	15:40:09	1.000000	2.000000	1.000000	1.422527	19.655482
16-07-2018	15:41:09	1.000000	2.000000	1.000000	6.539932	19.935371
16-07-2018	15:42:09	1.000000	2.000000	1.000000	-7.480585	18.819749
16-07-2018	15:43:09	1.000000	2.000000	1.000000	1.990811	16.465323
16-07-2018	15:44:09	1.000000	2.000000	1.000000	2.702042	13.202789
16-07-2018	15:45:09	1.000000	2.000000	1.000000	-6.666823	9.490401
16-07-2018	15:46:09	1.000000	2.000000	1.000000	0.390845	5.849586
16-07-2018	15:47:09	1.000000	2.000000	1.000000	6.507889	2.791731
16-07-2018	15:48:09	1.000000	2.000000	1.000000	1.612703	0.746337
16-07-2018	15:49:09	1.000000	2.000000	1.000000	5.901910	0.000695
16-07-2018	15:50:09	1.000000	2.000000	1.000000	8.492964	0.659536
16-07-2018	15:51:09	1.000000	2.000000	1.000000	2.494691	2.630334
16-07-2018	15:52:09	1.000000	2.000000	1.000000	6.547285	5.636268
16-07-2018	15:53:09	1.000000	2.000000	1.000000	2.574595	9.255127
16-07-2018	15:54:09	1.000000	2.000000	1.000000	2.865687	12.978606
16-07-2018	15:55:09	1.000000	2.000000	1.000000	-5.625985	16.283716
16-07-2018	15:56:09	1.000000	2.000000	1.000000	1.068679	18.706212
16-07-2018	15:57:09	1.000000	2.000000	1.000000	8.312135	19.905858
16-07-2018	15:58:09	1.000000	2.000000	1.000000	1.106695	19.714130
16-07-2018	15:59:09	1.000000	2.000000	1.000000	-6.511540	18.157968
16-07-2018	16:00:09	1.000000	2.000000	1.000000	7.313596	15.455947
16-07-2018	16:01:09	1.000000	2.000000	1.000000	8.113609	11.987600
16-07-2018	16:02:09	1.000000	2.000000	1.000000	-5.307001	8.240089
16-07-2018	16:03:09	1.000000	2.000000	1.000000	-7.814288	4.739757
16-07-2018	16:04:09	1.000000	2.000000	1.000000	7.418462	1.978278
16-07-2018	16:05:09	1.000000	2.000000	1.000000	6.667394	0.343503
16-07-2018	16:06:09	1.000000	2.000000	1.000000	-6.163610	0.065071
16-07-2018	16:07:09	1.000000	2.000000	1.000000	-6.951779	1.182082
16-07-2018	16:08:09	1.000000	2.000000	1.000000	5.775889	3.537643
16-07-2018	16:09:09	1.000000	2.000000	1.000000	5.425217	6.800900
16-07-2018	16:10:09	1.000000	2.000000	1.000000	1.771463	10.513486
16-07-2018	16:11:09	1.000000	2.000000	1.000000	3.730528	14.153955
16-07-2018	16:12:09	1.000000	2.000000	1.000000	-3.902284	17.210968
16-07-2018	16:13:09	1.000000	2.000000	1.000000	-3.653986	19.255146
16-07-2018	16:14:09	1.000000	2.000000	1.000000	-7.562196	19.999350
16-07-2018	16:15:09	1.000000	2.000000	1.000000	-8.388219	19.339060
16-07-2018	16:16:09	1.000000	2.000000	1.000000	1.356955	17.367025
16-07-2018	16:17:09	1.000000	2.000000	1.000000	0.254691	14.360204
16-07-2018	16:18:09	1.000000	2.000000	1.000000	0.726864	10.740991
16-07-2018	16:19:09	1.000000	2.000000	1.000000	-7.114244	7.017673
16-07-2018	16:20:09	1.000000	2.000000	1.000000	9.534227	3.713248
16-07-2018	16:21:09	1.000000	2.000000	1.000000	-8.535742	1.291856
16-07-2018	16:22:09	1.000000	2.000000	1.000000	-7.546939	0.093606
16-07-2018	16:23:09	1.000000	2.000000	1.000000	-8.645916	0.286801
16-07-2018	16:24:09	1.000000	2.000000	1.000000	9.244966	1.844292
16-07-2018	16:25:09	1.000000	2.000000	1.000000	7.708172	4.547330
16-07-2018	16:26:09	1.000000	2.000000	1.000000	6.313238	8.016224
16-07-2018	16:27:09	1.000000	2.000000	1.000000	-3.427434	11.763758
16-07-2018	16:28:09	1.000000	2.000000	1.000000	-7.136706	15.263587
16-07-2018	16:29:09	1.000000	2.000000	1.000000	-7.017323	18.024083
16-07-2018	16:30:09	1.000000	2.000000	1.000000	-6.225438	19.657523
16-07-2018	16:31:09	1.000000	2.000000	1.000000	9.209225	19.934475
16-07-2018	16:32:09	1.000000	2.000000	1.000000	-2.662753	18.816031
16-07-2018	16:33:09	1.000000	2.000000	1.000000	-1.730540	16.459311
16-07-2018	16:34:09	1.000000	2.000000	1.000000	-4.577186	13.195331
16-07-2018	16:35:09	1.000000	2.000000	1.000000	9.040180	9.482550
16-07-2018	16:36:09	1.000000	2.000000	1.000000	8.991079	5.842426
16-07-2018	16:37:09	1.000000	2.000000	1.000000	3.906423	2.786275
16-07-2018	16:38:09	1.000000	2.000000	1.000000	-0.438353	0.743362
16-07-2018	16:39:09	1.000000	2.000000	1.000000	9.474934	0.000606
16-07-2018	16:40:09	1.000000	2.000000	1.000000	2.308149	0.662340
16-07-2018	16:41:09	1.000000	2.000000	1.000000	-2.978073	2.635614
16-07-2018	16:42:09	1.000000	2.000000	1.000000	3.947852	5.643282
16-07-2018	16:43:09	1.000000	2.000000	1.000000	-9.552408	9.262887
16-07-2018	16:44:09	1.000000	2.000000	1.000000	-8.172058	12.986020
16-07-2018	16:45:09	1.000000	2.000000	1.000000	9.791056	16.289758
16-07-2018	16:46:09	1.000000	2.000000	1.000000	4.389208	18.710037
16-07-2018	16:47:09	1.000000	2.000000	1.000000	-5.863651	19.906918
16-07-2018	16:48:09	1.000000	2.000000	1.000000	4.848878	19.712293
16-07-2018	16:49:09	1.000000	2.000000	1.000000	-4.796971	18.153483
16-07-2018	16:50:09	1.000000	2.000000	1.000000	7.785613	15.449442
16-07-2018	16:51:09	1.000000	2.000000	1.000000	0.383649	11.979977
16-07-2018	16:52:09	1.000000	2.000000	1.000000	0.037542	8.232421
16-07-2018	16:53:09	1.000000	2.000000	1.000000	2.631640	4.733154
16-07-2018	16:54:09	1.000000	2.000000	1.000000	-7.505188	1.973645
16-07-2018	16:55:09	1.000000	2.000000	1.000000	-6.883753	0.341493
16-07-2018	16:56:09	1.000000	2.000000	1.000000	-7.544307	0.065958
16-07-2018	16:57:09	1.000000	2.000000	1.000000	0.343289	1.185745
16-07-2018	16:58:09	1.000000	2.000000	1.000000	-9.476055	3.543580
16-07-2018	16:59:09	1.000000	2.000000	1.000000	1.985452	6.808291
16-07-2018	17:00:09	1.000000	2.000000	1.000000	-5.731273	10.521296
16-07-2018	17:01:09	1.000000	2.000000	1.000000	-2.709708	14.161079
16-07-2018	17:02:09	1.000000	2.000000	1.000000	9.902025	17.216407
